imgnum,mid,text,label
2955,AnV13ke8v,"【女性逛街有利于改善亚健康】女性体质差主要表现在两个方面：一是心肺功能较弱，脉搏频率达不到正常值；二是身体柔韧性较差，容易导致虚胖，影响身体的灵敏度和协调性。逛街是很好的有氧运动，而女性逛街少则一两个小时，多则三四个小时，这样走动可增加腿部力量,消耗体内大部分热能,达到健身效果",0
3970,ywIQ5ALOz,时间会告诉你一切真相。有些事情，要等到你渐渐清醒了，才明白它是个错误；有些东西，要等到你真正放下了，才知道它的沉重。,0
1211,zomyPxaWj,#重庆提醒# 好黑人，别用正在充电的手机接听电话！关爱自己，切记！！,1
4325,z1yKdBC4m,【这就是神秘手机?6.1寸华为概念机惊现】近日网上流传华为将推出6.1英寸1080p屏幕“神秘手机”的消息，为什么是6.1英寸呢？或许要从概念机说起，我们在某华为博客上看到了相关消息，据称这款Hinge手机是专为男孩们设计的。至于是否就是华为的神秘手机，现在还不确定,0
1889,yBqzNpZEO,【菜市场活蹦乱跳的鱼】去买鱼，结果看到惊人一幕，摊贩往水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未溶解，将半死不活的鱼虾倒入其中，一会儿就活蹦乱跳开，仿佛刚从河中捕回来的。这是一种能够致癌的催化剂，俗称鱼浮灵，对智力也有影响。相互转告一下！,1
4970,z0uKGazjk,“问：小明住院了，朋友去看他，医生也在场。他们聊了一会，朋友就离开了，可医生也跟着朋友走了，为什么？” ~~~这是今年看到的最冷的冷笑话~~ 感觉冷的转~~,0
2303,ypcEmfuOi,【删错文件，并且回收站也清空，如何找回！】 一不小心，删错了，还把回收站清空了，咋办啊？ 只要三步，你就能找回你删掉并清空回收站的东西！！！这个要留着哦！[good] ,1
2756,jv3aM9,西翠路上的太平路，苏宁对面，一位卖猪肘猪蹄十几年的老爷爷，原本给小平做饭的军队大厨，烧一手好肉，退休后邻居总来讨肉吃，索性摆摊满足大家口福，很有使命感，每天3点15到4点只卖四盆风雨无阻，排很长的队有人排6次都没买到。猪肘软软糯酱香浓郁，拿到单位连从不吃肉的大雄都抢着吃，拌饭很棒,0
1927,ymlfX9aLx,【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”，系国家唯一允许个人饲养的宠物猴，但必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”,1
2284,yFVqAwKOg,【特供黄果树瀑布，领导一来就开闸放水】中国最大的瀑布——黄果树瀑布，早就没有多少水了，但只要大领导一来，瀑布还是气势磅礴。原来上面有水库，可以开闸放水。这年头，竟然连风景都有特供。by@凯迪猫眼看人,1
4678,z3xd40LnG,"【酸辣肥牛粉】1.粉丝热水泡开,油菜焯水,蒜苗切丝;2.油热爆香葱姜蒜,入郫县豆瓣酱炒出红油,入清水,加料酒.糖.盐.陈醋调味;3.水开后,放入肥牛片和泡好的粉丝;4.焯好的油菜铺底,肥牛片变色后盛出,洒上蒜苗丝;5.锅加油,烧热后炸干辣椒和花椒,炸香后浇在蒜苗丝上即可~ →做健康美食,推荐关注@美食健康顾问 ",0
2635,AB8ui5FJL,健康密码123=1天、2份水果、3份蔬菜。中国居民膳食指南推荐蔬菜每天300～500克，尤其要注意增加绿叶菜（菠菜、油菜、油麦菜、甘蓝等）和十字花科类（绿菜花、油菜、白萝卜、芥菜、白菜等）摄入，水果推荐每天摄入200～400克，蔬菜摄入较少时，就要适当增加水果摄入，反之亦然。via营养科普赵之德,0
1833,zsjoFpXbG,【求真相 ： 被强奸的时候一定要配合】河南洛阳女子宋丽在被强 奸时，因不主动配合强 奸，导致强 奸者生 殖 器官折断，因失血过多而身亡。日前洛阳法院审结此案时判决该女子构成过失致死 罪，赔偿8万元，缓刑3年。。。以后遇到这事情，请主动配合强 奸，否则你有可能就是犯罪 别怪我没提醒你们！！！,1
4341,hztcob,一大早护士姐姐来告诉我，有位西藏来的活佛也要住院看上了我的病房，认为风水很好，希望我换到另一间窗外是工地的病房去。我答道：＂在我的心目中活佛应该是救人的，怎么能把好东西居为己有呢？＂,0
4074,AC25OhE29,【恐怖片影迷的福音！美版日版《咒怨》再来袭】外媒报道，美版《咒怨》系列的制作人山姆-雷米有意重启这一系列，导演及开拍时间还未定。此外，由佐佐木希主演的日版新作《咒怨：终结的开始》将于今年6月28日上映。详情：http://t.cn/8sbFVFJ 夏天就是看恐怖片的好时候~！,0
1095,zkQPHqc9I,【网传李天一案女主角撤诉】据某著名编辑透露，李天一案女主角撤销控诉，已达和解意向。因未满18岁，且当时已醉酒，被重判的可能性极低，经李天一等人家长的奔走，最终联系上女孩父母进行“长谈”，受害人终得到包括落实北京户口、工作及一套住房。#网友：原来京城的户口是可以用来轮奸的！#,1
3535,ABUiZdTLB,之前修小学的事，跟新浪四川的朋友商量时，力量有限，都已做好了长期抗战的心理准备。随后四川大学和西南建筑设计院都冲出来做免费做设计，今天又有公司表示：那学校，他们包修，我们只管看就行。……这什么神展开？觉得整个人都被砸蒙了…生，生日礼物？这么大的礼我觉得这辈子不可能再收到第二次了！,0
3321,AlWgszZrm,#美丽传递# 闺蜜间的正能量是开心的事情一起分享，不开心的事情一起畅快地发泄。人的一生这么长，总会遇上个别极品人渣来考验你的抗压能力，关起门来一场闺房里的枕头大战，总比桥底打小人来得高端大气上档次。闺蜜聚会把能量值充满，继续努力！,0
3715,AjXvKnzeG,#直击500彩票上市#【快讯：500彩票开盘价20.04美元 盘中市值超过6.7亿美元】11月22日晚间，备受关注的500彩票网正式在美国纽交所挂牌交易，股票开盘价20.04美元，开盘后股票价格一路飙涨，涨幅超过60%，现在盘中市值超过6.7亿美元了。,0
3355,AkzF8yMCx,ELIFE E7的镜头采用蓝宝石玻璃保护，摄像头的体积要比普通手机摄像头大2.5倍，机身依旧纤薄，屏占比大。前置摄像头是800w，1.4微米，和iphone5相同，自动对焦。800AC版本的支持LTE等5模，8974 3G版支持TD和WCDMA双模，12月5号量产，12月12号正式开卖。将抽取一名转发本文的朋友获得无线传输器E-box。,0
2739,yyNQBl56e,问：老赵，你都要死了，还学什么电脑？答：可是，我现在还活着啊！赵慕鹤40岁当学校工友。75岁当背包客，畅游英、德、法国。93岁到医院做2年志工。95岁考上研究所，98岁拿到硕士毕业，名列吉尼斯纪录。100岁他的书法被大英图书馆收藏。101岁在香港办书法展，并且成为畅销书作者！活着必须创造奇迹！,0
3110,zhdBe9mAz,【絮语】对你不好的人，你不要太介意，没有人有义务要对你好。你学到的知识，就是你拥有的武器，可以白手起家，但不可以手无寸铁。你怎么待人，并不代表别人怎么待你，如果看不透这一点，只会徒增烦恼。亲人只有一次的缘分，好好珍惜，下辈子，无论爱与不爱，都不会再见。——梁继璋《给孩子的备忘录》,0
219,ADCYniqmt,文章道歉与高晓松老师的道歉书惊人相似，这难道是一种新文体正在崛起吗！ http://t.cn/8sMD2rV,1
2979,yEMjS2JqB,"【要嫁就嫁这样的男人】朦胧醒来回你信息。半夜里接你电话。告诉你到家了就发消息给他。你半夜睡不着发消息给他,他会陪你聊天。睡得比你迟一点，醒来早一点。雨天,同撑一把伞,他衣服 的一半是湿的。不论走到哪里，都一直拉着你的手。愿意吃你吃不下的东西。从来不迟到，你迟到他不生气。",0
4836,zlaR3jdEb,#晚报随时报#【无名指比食指长更容易成功？】两名学者访问了超过2000名意大利男性和女性小型企业老板，并拍下手指的照片。他们发现无名指比食指长的人的空间能力、风险承受能力、决断力都比较好，更容易成功。还有研究称，无名指长的男人说明胎儿时接触的睾丸激素越多，更有魅力。看看自己的手吧。,0
4246,yd6p81ayU,【Sum 41巡演登陆北京】4日，加拿大朋克乐队@SUM41Band 巡演登陆北京。除了演唱《Still Waiting》《Pieces》等代表作，红发主唱Deryck也频繁与观众互动，并把喝的水瓶丢给台下歌迷。观众全程站立并合唱，十分捧场。有趣的是，乐队返场前，还有久等的观众喊出CBA总决赛北京球迷的口号“换苏伟”。(阿文),0
1294,z6RDgBMgA,"【鸟叔上春晚1分要10万！网友愤怒】凭《江南Style》风靡全球的韩国明星""鸟叔""朴载相,近日接到春晚邀请。""鸟叔""给出的最新演出费1分钟10万元,除外还要包专机接送。有网友愤怒:""花这么多钱请个韩国人唱两句谁也听不懂的鸟语,远远不如把这些钱给西部贫困山区来得实在!""(金鹰网)",1
4058,yCv3PaDOl,很喜欢这个姿势有木有！但每天晚上我抱的却是被子，你呢？晚安[月亮],0
3390,z85XqmYdc,"＂有时最坚强的人是 - 不因缺陷而不爱，关起门才哭泣，和打没有人知道的仗。＂(Sometimes the strongest people are the one love beyond all faults, cry behind closed doors and fight battles that nobody knows about。)",0
1392,z1DkPewAO,这是人民当家做主的社会吗？@求人证: 【活埋】活埋是战争时常用的手段。因为省力，速度也快。战争里的活埋，都是叫战俘自己挖坑，有时会先杀死俘虏再把他们推下去，但时间不够的时候，就直接把他们推进去以后盖土。现在有些钉子户，为了抗议拆迁，会把自己活埋，然后只露出头部。这是现代社会的悲哀。,1
3036,A2aRE66gk,#非常完美#爱旅游的你，期待爱情的你，其实我很想告诉你，我最想环游的世界就是你！,0
1077,zlpxU0hf7,有车的朋友要注意了啊！！！加油时你要注意加油员的这个小动作了...（转）,1
3347,yFH4P5JMh,TMD所有相信Temple run有终点的人，劳资来毁你们三观了，看看 尼玛够不够五亿啊。说好的大都市呢？说好的尽头呢？坑爹有木有啊！！！「人人网友肖智远」,0
3881,yzs1rtNzt,"【日本现摸胸募捐】在8月25日至26日播放的节目《24小时TV 工口拯救地球2012》中,名为“用揉胸来贡献社会”的特别活动在东京新宿区直播会场举办.截至26日下午6时活动共有捐款者4690人次,募集善款420万4836日元,来场者和捐款额都是去年的两倍,甚至还有前后共捐款20次.(凤凰网)PS：典型的岛国特色",0
469,zgS7OBsXb,"【震惊：打死同学不留情 市长老爸来撑腰】因为老师不让学生考试作弊，几位作弊的准备对老师动手，同学王某喊了句""别打老师""。两天之后，这几名恶少找到了该学生，在学校里进行了冷酷的毒打 ，当时校长和3名老师竟然冷眼旁观，看着15岁初三学生被打死，三名凶手逃逸 @徐昕 视频http://t.cn/zYLeVAz",1
3593,yx7r6woZ3,【日本出“变态”iPad保护膜，可做砧板！】8月14日讯，iPad保护膜BUFF，支持iPad2和New iPad，厚0.25毫米，拥有超强的防护能力，切菜、砸核桃无压力，把膜撕开后屏幕还是原来的样子，膜具有四层，售价约合人民币267元，8月31日推出。,0
4542,AjOwIsbbB,每次开始的时候，都迫不及待地爱别人。可是真正在一起以后，就忘记了小心翼翼的疼爱。原来，喜欢上一个人很容易。可是，要在心里最深刻的地方，去珍惜，就很难！—— 安东尼《这些都是你给我的爱》,0
3634,AwqPH2VJr,"【WinXP系统寿命不足两月 专家：停止服务后电脑10分钟内就会出事】距4月8日微软停止对Windows XP技术支持的大限不到两月,专家提醒,一旦微软停止支持服务，未升级的电脑在10分钟内便可能受感染。微软也表示,""如果你在XP停止支持后还使用该系统并联网,电脑就会陷入重大危险中"".你还在用XP吗?据@人民日报",0
3652,ih9yKG,"@微盘 分享了一个文件, ""AC尼尔森进阶课程数据分析培训89页.pdf"", 欢迎大家下载分享！资料来自互联网，关于零研的价格分析，速度卸货！@数据化管理http://t.cn/hD680n",0
874,yzy49EjIR,【三星叼炸了】三星是专业的5美分党？三星用30卡车的5美分硬币支付苹果10亿美元的赔偿！  ​,1
190,yAX4soOeX,祝愿小日本的「贞子3D」票房为0！,1
4465,yfchBjYg4,【顾客逗留不去是星巴克中国扩张一障碍】中国大陆顾客太爱这些店了，他们一个小时接一个小时的坐着，有时甚至一杯咖啡也不买。星巴CEO克舒尔茨向路透社表示：“十年来，中国大陆星巴克的核心顾客一直是在华工作的外国人和境外游客。毫无疑问，今日的核心顾客是中国人。”http://t.cn/zO0DVc7,0
3735,yCEuGaOTz,我最親爱的你 @安鈞璨 過了十二點就是你生日，遠在另一个城市的我没法用我五音不全的聲音對你唱生日快乐！但此時此刻我知道還有一幫很愛你的人陪伴你....那就好！我今年的生日留了亇願望給你當禮物~願你幸福、快乐、永远有人常伴著你.....生日快樂！！！[蛋糕][礼物][干杯][心],0
4925,zvFmJf4di,【还记得他们吗？[蜡烛]】1999年5月7日，贝尔格莱德时间晚11时45分（北京时间8日凌晨5时45分），以美国为首的北约悍然轰炸中国驻南斯拉夫联盟共和国大使馆，造成新华社女记者邵云环、光明日报记者许杏虎和妻子朱颖3人牺牲、多人重伤和使馆馆舍严重毁坏。中国政府对此提出最强烈抗议。(via@人民日报）,0
2030,AF5MQvA7M,【出来混迟早是要还的】那个MH370的黑匣子不是被探测到在南太平洋4000到6000米的海沟里嘛？当我听到这个消息的时候马上就兴奋了起来，因为我依稀记得蛟龙号第五次下潜最大深度达7062米。那搜这个黑匣子还不是小意思吗？刚想@蛟龙深潜 突然发现蛟龙成了乌龙了微博都被删光了一刚！（转）,1
3346,zoFA2rAGP,【钱江夜话】她，事业有成，受万千歌迷追捧，却不骄傲，不娇气，外则勤于公益，宏扬社会正能量，跑遍雪域高原，边关哨卡，老少边穷，给基层送上一首首脍炙人口的歌曲。内则相夫教子，料理家务，孝敬公婆，为中国女性之楷模。她端庄美丽，大气朴实，甫一亮相，便是对传统的回归，这就是现实版的中国梦。,0
678,zuxox9XgA,【I'm not the hero，I'm a tool】中国红十字会发来贺电：热烈祝贺郭美美同学荣登美国时代周刊封面人物！,1
3441,zo8v576Xv,#星娱星乐#【填空】阿基米德说，给我一根杠杆，我能把地球撬起。那么，给你一部手机，你能________________________。,0
2005,yALWvaRpa,"交警暴力执法,强行拖走女车主。事件背景为长沙最近在整治电动车问题，一位女车主不是很合作，被两位男交警在地上拖行。拍客在进行拍摄取证时，被一位未穿交警制服的男子冲过来夺走拍客的手机扔到了树丛里面。",1
3709,zdIBDe6Ls,我來整理家園啦~首先要謝謝小志跟大家鄭重的介紹我，才不讓你們一頭霧水，還以為姐姐是哪一個詐騙集團的[偷笑]，最感謝你們把我發佈的微博不停的轉發，讓更多的穎友認識我[可爱]！這樣以後我有小志的獨家消息，就會有更多人看見了[太开心]！今天有一個秘密行程送給大家，剛剛陪小志練舞去了[偷笑],0
2939,A2MEW4686,【风花雪月曝人物海报 提档8月8日PK小时代】日前，由高群书执导，@angelababy 、@黄晓明 、在熙联袂主演的电影《一场风花雪月的事》宣布提档一天，从原来的8月9日改为8月8日。8月1日该片推出“人物版”海报，Angelababy、黄晓明、在熙三大主演齐宣言“我敢爱，我敢做”。详细：http://t.cn/zQXNF9g,0
4717,z0Ci25sTv,【顺子与男友交往两月结婚】据台媒消息，因一首《回家》走红的的39岁歌手顺子上月14日在与美籍男友Jaime注册结婚，昨天她证实：“他像我的亲人、情人、好友，疼我、宠我，是能保护我的男人，交往第1天就认定是他！”据悉，2人交往不到2个月。幸福全文：http://t.cn/zlT3RML 祝福顺子！永远幸福[心],0
2735,zEu8KyAmJ,#晚安#嫂子这话说得真是太心酸了。明年当你合同到期时候，不知道球队，至少所有的湖蜜会用比挽留霍华德更多的爱和情感，来挽留你。现在就让美女们安慰你吧，我大家嫂！[害羞],0
69,zde9F17xh,【赶紧牢记下】新交规施行：闯红灯记6分，罚100元。酒驾记12分、5年内不得再考取驾照。不系安全带记3分，罚100元。副驾不系安全带记1分，罚50元。行驶中抽烟记1分，罚100元。有意遮挡号牌记12分，顶额处罚。超速驾驶记6分。副驾驶有不满14周岁乘坐的记6分，罚300元。,1
2743,yvm0svTaP,［关注叙利亚局势］8月2日，秘书长潘基文发表声明，对联合国和阿盟叙利亚危机联合特使科菲·安南在8月31日任期届满后不再担任特使一职深表遗憾，对安南在担任联合特使期间表现出的坚定和勇敢表示最深切的谢意。潘基文表示，安南无私地担负起这一最困难也可能是最吃力不讨好的任务，值得大家的敬佩。,0
1803,zqpZptmKD,#微信收费标准# 在工信部，运营商双重压力下，小马哥最终没能顶住，微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信？其实中国人的微信使用已经包含了流量费，如果微信收费那么微博没理由不收费。大家转起来，让那些眼馋着不该眼馋的人士无地自容。,1
1611,AmmNEnrGN,转  📢卖狗肉违法了， 国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话☎️12331 ❗️大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发🍀,1
4208,z0BGzd3T2,【日媒称日美就共同应对中国达成一致】据日媒报道，日本外相今日与美国常务助理国务卿会谈，双方就因日方实施钓鱼岛“国有化”方针导致中日关系当前的紧张局势交换意见，并就美日共同应对中国达成一致。双方在会谈中以中国和朝鲜为对象，认为美日应联手应对中朝。http://t.cn/zlTNJHz,0
2098,yBkVzdkLJ,人间惨剧：今天下午约14点，宁波妇儿医院，一妇女携带一婴儿在住院楼跳楼，后抢救无效死亡。具体情况有关部门正在调查。据现场网友称妇女因小孩病重，加上负担不起昂贵的医疗费，带着刚满月的宝宝从12楼跳楼身亡。[蜡烛]   底层民众的医疗费用猛于虎，国人的性命其何等脆弱！[泪],1
3180,zeHVLwveP,由朴有天、尹恩惠、俞承豪主演的韩剧《想你》再次掀起一股韩流风，虐心程度让观众看得揪心。苦涩的初恋＼悲痛的成长故事，赚足了观众的眼泪。不过今日有媒体爆出《想你》将改走温情路线，韩正宇李秀妍将过上平淡幸福生活，让粉丝们虐完后能看到happy ending！更多韩娱资讯戳http://t.cn/zje4WaO,0
3368,AbUf7gSeo,#晚安中国#时光越老，人心越淡。曾经说好了生死与共的人，到最后老死不相往来。岁月是贼，总是不经意偷去许多，美好的容颜，真实的情感，幸福的生活。也许我们无法做到视若无睹，但也不必干戈相向。毕竟谁都拥有过花好月圆的时光，那时候，就要做好有一天被洗劫一空的准备。——《岁月静好 现世安稳》,0
1268,zsslDFUu1,【这……让人心碎】推特账户YourGentleman发推文披露一男子本打算在马拉松比赛终点线向参加比赛的女友求婚，怎料女友在爆炸案中不幸丧生，自此天人永隔。他在推文中这样写道：“这……让人心碎。他本打算在终点线求婚的”。via网站分析公会,1
796,zsoI7iRRU,#波士顿# 【请为这位小女孩点上一支】 这位戴着眼镜努力往前跑的1035号小朋友，今年8岁。在东部时间4月15日下午2点30分，波士顿马拉松爆炸事件中失去了生命[泪]小宝贝，天堂的路没有恐怖袭击，天堂的路可以自由奔跑[蜡烛][蜡烛][蜡烛],1
813,Axr5MtoTp,这两个女婴是被人贩子带上火车，后被乘警发现解救下来的，请大家帮忙转发，帮助两个女婴寻找亲生父母。（只需动动手，孩子就多一个机会！）,1
2936,yqurGxznJ,【英媒曝奥运开幕式贝克汉姆有望亲手点燃圣火】 http://t.cn/zWbcveb 据英国《独立报》消息，为了感谢贝克汉姆在英国奥运会申办和举办方面做出的突出贡献，英国奥组委主席科伊已经承诺会为他一个新角色，而这个角色将有可能是奥运会开幕式英国方阵的旗手，甚至是亲手点燃奥运圣火！,0
3973,yBWrJtFNC,钱多了，友少了；车多了，路少了；娱多了，乐少了；说多了，做少了；假多了，真少了；城多了，村少了；虚多了，实少了；贪多了，廉少了；话多了，理少了；梦多了，觉少了；雾多了，雪少了；草多了，树少了；恨多了，爱少了；黑多了，白少了；暗多了，明少了；衣多了。穿少了。,0
2794,z4l2edkXf,傾城之戀難尋，生死之交難遇，暖蓆之孝不再，臥薪之志絕矣。時代改變人心。愈安逸，愈沒韌性。愈富足，愈多抱怨。慶幸生在沒有戰爭的國土，別輕視我們已擁有的幸福。💗❤💖,0
2762,zawThwJmA,这个世界依然还是有相对干净 保守简单的人 不要因为自己的复杂激烈 就把全世界的人想成一样 （当然，我不一定单纯保守，但我相信有这样的人存在 因为看到 所以 你才会觉得是自己的问题）http://t.cn/zjUoosY 晚安,0
4270,A53YRafaN,【费明：我向老师道歉 再晚就没机会了】“如果你对另一个人进行了莫须有的栽赃、迫害，或者给他心灵造成了苦难，你应当在明白这些事情的时候，表达出你的歉意，并且忏悔，得到他的原谅，这才是一个人。如果过了半个世纪都没有向老师道歉的这个意识，那太悲哀了。”（凤凰网）http://t.cn/zQm13oZ,0
3659,kQ7fNe,他93岁去世，蹬三轮近20年，为300个贫困孩子捐出35万元助学款，一个冬天他到天津耀华中学，递上饭盒里的500元，说：“我干不动了，以后可能不能再捐了，这是我最后的一笔钱。”老师们全哭了。他叫白芳礼。一个已经离去的普通老人。我们可能无法达到他的境界，但希望他的故事，在微博生生不息！,0
1328,yx5czqGUQ,【借势微营销】“打假斗士”@方舟子 因不满新浪微博未处理对其人身攻击的用户，宣布今日起停止在新浪微博的更新，转战搜狐。如果方舟子能坚持100天不在新浪微博更新，凡转发本条微博者，我一人送一台电信版iphone4S，是一人一台，绝不食言。@中国电信 将为我撑腰，立此为证。,1
4150,AeuxI3yZ2,"【诗心不朽】1849年10月17日,39岁的钢琴诗人肖邦在巴黎因肺痨去世。弥留之际,他写下遗言：""由于大地会让我窒息,请将我的遗体解剖以免遭受活埋之苦。""他的心脏被安放在华沙圣十字教堂的一根柱子里,其上刻有一段墓志铭：""你最珍视的东西在哪里，你的心就在哪里。""听一曲肖邦,晚安！http://t.cn/zRVNsOJ",0
2934,ypWLnnpdc,#旅游时讯# 暴雨突袭湘西凤凰古城，桥上的不少木板被水流冲走，沱江泛舟景点已停止营业，船只全部转移。目前，凤凰古城相关部门已经在部分淹水区域设置了警戒线，并有专人守在危险路段http://t.cn/zWynY5R 另外桂林漓江也迎来最大洪峰，象鼻山公园临时闭园... http://t.cn/zWyu6AE,0
3687,A0XnkmGv0,『猪一样的队友系列』你有考虑过后面那只小仓鼠的感受嘛！！[哈哈] 「转」,0
4708,ztQe34gcl,我曾经很长时间淘宝成瘾，当被关注和别人有链接时对淘宝会兴趣大减，心关闭时成瘾最严重。很长一段时间确实无法自主自律，好像让别人掌握了自己的命运。仅仅观察到这些就好，莫苛求成为自律的人。觉察并深深的允许，一切都会过去，心无数次破碎，只为更好地打开。,0
2991,zkppy3LFn,【#我是歌手#尚雯婕霸气演绎《王妃》】电音女王@尚雯婕 本期节目中选择了@蕭敬騰 的《王妃》，霸气十足的改编，唱出了独有的韵味！[威武]今夜你就是王妃！http://t.cn/zYNaGrJ,0
4280,Ac3DE27A5,【[泪] 再见，朋友】美国业余摄影师钱尼在博茨瓦纳一个野生动物公园旅行时拍摄到令人感动的一幕：一头母象在死去朋友的尸体旁守护了数小时，赶走那些想要接近这具腐尸的秃鹫和鬣狗。它慢慢地用象鼻握住死去同伴的象牙，并静静地保持着这个姿势，像是在跟自己的朋友告别……http://t.cn/zRZyW2b环球网,0
4898,A4zvljoNd,#娱闻播报# 李宇春2013年“Why Me”演唱会今天在北京举办了盛大的媒体发布会。首次延期的“WhyMe演唱会”，李宇春也贴心为苦等了大半年的歌迷朋友们考虑，首次打破惯例，连开两场——分别于2013年10月5日在青岛国信体院馆，和2013年10月26日在上海奔驰中心激情唱响~[鼓掌](记者任宏伟)玉米们快收图啦！,0
4656,AcKdKlZBZ,#胜女的代价2# 天齐锅生日献礼之菲宝宝的爱情告白……[心]@张翰 #郑爽# @张翰官方后援会 @郑爽吧 @胜女的代价2吧 @胜女的代价2影迷会 @青春剧透社 ,0
4076,yiSXi8cfw,#晚安中国#每个人出生的时候都是原创的，可悲的是，许多人渐渐地变成了盗版的。——杜拉拉升职记 http://t.cn/akx9r4 #微言大义#,0
4808,zjkDxFgT5,【曝巴萨夏季将来华献艺】详情：http://t.cn/zY6OIVd 据《世界体育报》透露，巴萨已经确定了今夏的几场亚洲季前赛的举办地，其中包括泰国曼谷、马来西亚吉隆坡，其中还将有一个中国城市，这个城市将从北京和上海当中选择。,0
5040,A2CJ92jv2,【就@人民网《强国论坛》相关问题兼答网友疑问】谈“唐慧劳教”案，就必须谈“乐乐被强迫卖淫”案。因其是非公开审理，就注定是个信息不对称的案件，任何一方利用信息不对称、编造谎言、捏造事实来赚取同情，绑架舆论的做法都是不道德的，也是不合法的，其后果必然会影响甚至干扰司法公正。@人民日报,0
2717,ymxe298ce,【谁懂我是水瓶座】1、不擅长表达感受；2、自尊心很强；3、慢热；4、重视内在多于外在，重视精神多于物质。5、不喜欢做决定，一旦下了决定几乎没有改变的可能；6、直觉很准；7、被别人误会的时候不爱解释；8、有颗不切实际单纯美好的心灵；9、自我调节能力很强；10、不会把上一份感情留在现在生活里。,0
3909,ABKhWsEW1,【一图看懂万达集团】➊2013收入1866亿同比增31%，净利125亿连续8年30%+增速➋ 员工99752人，申报知识产权和专利2686项➌万达广场总客流12.2亿人次，平均日均客流5.2万人次/店➍2014目标收入2400亿增长29%➎全面电商化实现O2O模式，2020年做到4-5亿会员➏成为全球最大的不动产企业，成为世界五百强企业,0
3357,zrIfWC1sH,【钱江夜话】湖州一养殖场被检出H7N9病毒，7000只鸭子全灭。从养殖场到餐桌，家禽产业有长长的产业链，关系到无数人的生计。养殖户们眼中含泪、心头滴血，将家禽一一掩埋。谁都知道，只要一加热，病毒就活不了，可城里的餐馆，连卤蛋都取消了。理性应对、科学防疫，别让农户伤上加伤，躺着也中枪。,0
2173,zAkYUp09Z,"网友消息 延安：#女城管#遭人肉 相册被破解#艳照#流出 http://t.cn/zHWvSrB 踩人的胖子叫史瑞,那个黄衣服的的贱女叫郑媛媛,郑媛媛的舅舅是她所在城管大队一把手,这两货是夫妻都在延安城管大队凤凰大队 @大河网大河论坛 @河南都市在线",1
412,zw753CMTk,【屌丝中奖一夜变高富帅 买豪车回单位辞职得瑟】上海青浦区练塘一位20岁出头小伙买彩票，中了6000万，税后4800万。然后，他开着兰博基尼LP700跑车到单位高调辞职，还请全车间吃饭，饭店订30几桌，每人一条熊猫香烟。据说当时厂领导的脸一会红一会绿。屌丝逆袭，一夜变高富帅啊。（猫扑）,1
4531,yCNUinDXK,生命太短，没留时间给我们每日带着遗憾醒来。所以去爱那些对你好的人，忘掉那些不知珍惜你的人。（晚安）,0
1666,yBg8R3rIK,洋毒食——国家质检总局进口不合格食品黑榜：挪威的大西洋鲑鱼，检出副溶血性弧菌，被销毁。韩国进口的乐天牌巧克力粒，德国进口的欧尚85%黑巧克力，均发现铜超标，被退货或销毁。丹麦奇新蓝罐有限公司生产的曲奇(饼干)，大肠菌群超标，被销毁。（北京晚报）tks@魔都吃货攻略,1
3477,yCEwutmY2,拿昨兒炒菜用剩的拍了一組作料，蔥，姜，蒜，辣椒，花椒，八角，百度科普了你也科普了自己。,0
2225,A1bjI0pGu,【网曝：北京城管暴力执法】@赖小特特：今天终于亲眼见到了城管暴力执法，真是往死里打啊！一群年轻力壮的城管围殴一个板车小贩，而且下死手，根本不管是不是要害。图中人已经被按在车上了，后脑、脊柱等致命部位暴露无遗。如果不是围观群众上来解围恐怕非死即残。山东那哥们必然也是这么被打残废的。,1
336,ADwvW0wlC,文章、马伊琍、姚笛上热搜，俺不奇怪，咋高晓松也上了热搜哩？再一看，原来是@文章同學 的道歉信抄袭了@高晓松 的，高老师躺着中枪呀~,1
1597,ApoNd88vo,[转] 有车的朋友要注意了啊！！！加油时你要注意加油员的这个小动作了...,1
861,yrvxtgjDa,有准备生出一队足球队的吗？看看这个奇迹的11胎！,1
4673,ArIGNb9MA,一张很残忍的图：要伤多少人的心，又要被多少人伤，才能走到这一步...../net,0
1764,zt83aC4mB,【竹子会再长，家园定能重建】雅安是大熊猫栖息地之一，大熊猫保护中心碧峰峡基地距芦山县约20公里，内有百余熊猫。地震时200多游客与熊猫均安然无恙。地震时，部分大熊猫惊慌失措，不过也有大熊猫较淡定，甚至在地震前后完成了自然交配。图为一只害怕的熊猫死死抱住警察叔叔的腿。[熊猫]（网图 转）,1
